66.249.71.247 - - [11/Feb/2011:01:34:53 +0000] "GET /2011/02/10" 200 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
99.233.2.20 - - [11/Feb/2011:13:44:45 +0000] "GET /welcome-to-the-new-website" 200 - "http://www.lispnyc.org/" "Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.2.13) Gecko/20101229 Mandriva Linux/1.9.2.13-0.2mdv2010.0 (2010.0) Firefox/3.6.13"
208.54.35.94 - - [11/Feb/2011:14:10:06 +0000] "GET /welcome-to-the-new-website" 200 - "http://www.lispnyc.org/" "Mozilla/5.0 (Linux; U; Android 2.1-update1; en-us; SGH-T959 Build/ECLAIR) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17"
66.249.71.247 - - [11/Feb/2011:15:59:05 +0000] "GET /authors/heow/" 200 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
67.195.114.220 - - [11/Feb/2011:17:18:15 +0000] "GET /welcome-to-the-new-website" 200 - - "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
66.249.71.247 - - [11/Feb/2011:18:18:43 +0000] "GET /2011/02/01" 200 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
4.71.230.228 - - [11/Feb/2011:18:57:24 +0000] "GET /authors/heow/" 200 - "http://www.google.com/search?sourceid=chrome&ie=UTF-8&q=Heow+Goodman" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-US) AppleWebKit/534.13 (KHTML, like Gecko) Chrome/9.0.597.84 Safari/534.13"
66.249.72.43 - - [11/Feb/2011:19:30:04 +0000] "GET /subscribe.action" 200 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
67.250.2.83 - - [11/Feb/2011:19:39:32 +0000] "GET /what-if-lisp-was-invented-by-the-japanese?" 404 - "http://www.lispnyc.org/" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-US) AppleWebKit/534.13 (KHTML, like Gecko) Chrome/9.0.597.94 Safari/534.13"
66.249.72.43 - - [11/Feb/2011:19:41:17 +0000] "GET /generateTrackBackLink.action?entry=1296569940000" 200 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.72.43 - - [11/Feb/2011:20:00:21 +0000] "GET /search.action" 200 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.72.43 - - [11/Feb/2011:20:09:54 +0000] "GET /2011/02/01" 200 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.72.87 - - [11/Feb/2011:20:14:52 +0000] "GET /what-if-lisp-was-invented-by-the-japanese" 404 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.72.43 - - [11/Feb/2011:20:38:46 +0000] "GET /search.action" 200 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.72.43 - - [11/Feb/2011:21:00:28 +0000] "GET /2011/02" 200 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.72.43 - - [11/Feb/2011:22:33:38 +0000] "GET /subscribe.action" 200 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.72.43 - - [11/Feb/2011:23:01:25 +0000] "GET /generateTrackBackLink.action?entry=1296569940000" 200 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.72.43 - - [11/Feb/2011:23:30:57 +0000] "GET /2011/02" 200 - - "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
